Grid_Number,Government_Facilities
2138,6.0
2139,5.0
2140,6.0
2141,2.0
2142,1.0
2143,0.0
2144,1.0
2145,1.0
2146,0.0
2147,0.0
2148,0.0
2149,0.0
2150,1.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,1.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,5.0
2167,0.0
2168,22.0
2169,10.0
2170,3.0
2171,11.0
2172,18.0
2173,6.0
2174,2.0
2175,0.0
2176,0.0
2177,2.0
2178,13.0
2179,34.0
2180,7.0
2181,11.0
2182,9.0
2183,8.0
2184,12.0
2185,10.0
2186,21.0
2187,7.0
2188,5.0
2189,3.0
2190,1.0
2191,1.0
2192,0.0
2193,1.0
2194,2.0
2195,1.0
2196,0.0
2197,0.0
2198,0.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,2.0
2206,2.0
2207,1.0
2208,0.0
2209,0.0
2210,0.0
2211,2.0
2212,0.0
2213,4.0
2214,2.0
2215,5.0
2216,3.0
2217,8.0
2218,10.0
2219,2.0
2220,2.0
2221,20.0
2222,3.0
2223,1.0
2224,0.0
2225,0.0
2226,17.0
2227,7.0
2228,27.0
2229,9.0
2230,6.0
2231,18.0
2232,10.0
2233,6.0
2234,2.0
2235,11.0
2236,4.0
2237,9.0
2238,1.0
2239,4.0
2240,4.0
2241,4.0
2242,2.0
2243,1.0
2244,0.0
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,0.0
2250,0.0
2251,12.0
2252,0.0
2253,0.0
2254,5.0
2255,3.0
2256,5.0
2257,4.0
2258,2.0
2259,1.0
2260,4.0
2261,1.0
2262,7.0
2263,14.0
2264,3.0
2265,3.0
2266,2.0
2267,13.0
2268,9.0
2269,7.0
2270,4.0
2271,0.0
2272,0.0
2273,1.0
2274,18.0
2275,5.0
2276,8.0
2277,13.0
2278,6.0
2279,12.0
2280,12.0
2281,9.0
2282,17.0
2283,13.0
2284,9.0
2285,3.0
2286,0.0
2287,2.0
2288,5.0
2289,1.0
2290,1.0
2291,0.0
2292,1.0
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,1.0
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,10.0
2304,5.0
2305,1.0
2306,1.0
2307,3.0
2308,7.0
2309,3.0
2310,3.0
2311,3.0
2312,9.0
2313,2.0
2314,3.0
2315,1.0
2316,5.0
2317,4.0
2318,0.0
2319,0.0
2320,0.0
2321,18.0
2322,7.0
2323,9.0
2324,7.0
2325,14.0
2326,8.0
2327,7.0
2328,14.0
2329,3.0
2330,7.0
2331,2.0
2332,13.0
2333,3.0
2334,1.0
2335,0.0
2336,3.0
2337,1.0
2338,0.0
2339,0.0
2340,0.0
2341,0.0
2342,0.0
2343,0.0
2344,0.0
2345,0.0
2346,0.0
2347,0.0
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,15.0
2353,20.0
2354,3.0
2355,5.0
2356,7.0
2357,7.0
2358,2.0
2359,5.0
2360,6.0
2361,6.0
2362,15.0
2363,3.0
2364,2.0
2365,5.0
2366,1.0
2367,0.0
2368,0.0
2369,11.0
2370,29.0
2371,21.0
2372,3.0
2373,11.0
2374,5.0
2375,3.0
2376,8.0
2377,4.0
2378,7.0
2379,10.0
2380,8.0
2381,7.0
2382,5.0
2383,0.0
2384,0.0
2385,2.0
2386,4.0
2387,1.0
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,0.0
2401,3.0
2402,5.0
2403,9.0
2404,4.0
2405,4.0
2406,1.0
2407,0.0
2408,2.0
2409,2.0
2410,3.0
2411,6.0
2412,0.0
2413,1.0
2414,1.0
2415,4.0
2416,4.0
2417,9.0
2418,32.0
2419,22.0
2420,8.0
2421,2.0
2422,8.0
2423,1.0
2424,3.0
2425,11.0
2426,5.0
2427,1.0
2428,24.0
2429,14.0
2430,3.0
2431,2.0
2432,0.0
2433,1.0
2434,1.0
2435,2.0
2436,1.0
2437,1.0
2438,0.0
2439,0.0
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,1.0
2448,0.0
2449,0.0
2450,1.0
2451,0.0
2452,1.0
2453,0.0
2454,0.0
2455,0.0
2456,1.0
2457,1.0
2458,1.0
2459,2.0
2460,8.0
2461,1.0
2462,0.0
2463,1.0
2464,2.0
2465,8.0
2466,7.0
2467,7.0
2468,8.0
2469,24.0
2470,9.0
2471,11.0
2472,3.0
2473,6.0
2474,24.0
2475,3.0
2476,5.0
2477,40.0
2478,9.0
2479,2.0
2480,0.0
2481,0.0
2482,1.0
2483,0.0
2484,0.0
2485,0.0
2486,0.0
2487,1.0
2488,1.0
2489,0.0
2490,0.0
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.0
2496,0.0
2497,1.0
2498,0.0
